geneSymbol	healthy	V2	V3	V4	V5	disease	V7	V8	V9	V10
SEMA6B	1.6561113494952684	1.7547795084647295	2.185605080938522	2.1867380918208035	2.41541221587839	4.093872571293419	4.592137181891584	4.301595070393626	4.34895190124676	4.007455313376512
NLRP3	0.5003019360062806	0.9743373061462982	1.8646820709206458	2.0316328473081655	2.2744517554484096	4.6639129235841486	5.231813658960093	5.226661838248339	5.4366564533908	4.690382397516084
ZNF831	0.01768726193693767	1.0302562303059029	1.366476851884274	1.170236840185353	1.2829694022586184	5.034631183496827	5.366752531430923	5.910175473913739	5.839442053443042	5.049723802349238
NLRC3	1.520986561880895	2.3204315875172528	2.614240821499907	2.3050933918144185	2.753308673870871	5.836590595825247	6.201429951036217	6.98274224612304	6.8726138039684255	5.601492303275058
TRBC2	0.07451417362456303	2.0472158530433817	1.0288349545121485	1.1941916235437566	1.423158581798898	6.325061070677804	6.775236227715871	7.348167400651466	7.500546993600241	5.921000123614386
GMFG	0.6405192479467935	2.0809120830962833	1.5801983179914734	1.7154705335680644	1.9743740074037504	4.95235743682659	5.051744620704001	5.633251798702402	5.703462624205038	4.656153507574609
C16orf54	0.9545474262540311	1.9690562119660322	1.3695623682353844	1.95728830131437	2.1727343943435966	4.958897803499313	4.999865964250592	5.507727136952487	5.629124486239226	4.73355119346588
BATF	-1.0080040226471552	0.05092425501999812	-0.6542254009505708	0.16629811040710885	0.468797048180007	4.2368869458411345	4.299907742868228	5.113380748288216	5.128152079395386	3.8723923928158275
HSH2D	-0.0894544569920711	0.58595339044953	0.531969150651121	0.9115757630346064	1.2406079854502303	4.8208784511403895	4.956441081698961	5.500616356003634	5.944300699233124	4.296868681562802
PARP10	4.09605691843078	4.511271302026073	4.475643219722234	4.942136227834145	4.75534878443625	6.5395274423529575	6.778155238346218	7.370893929651982	7.164507644042215	6.625855355795073
CLEC6A	-6.3686373025663965	-3.1570699243104183	-3.667168279685888	-5.096298734636291	-2.146535810184127	3.5720678740645226	3.2837334447232345	4.505798959969354	3.5686050162015674	4.85349964097188
CIITA	4.090375451311435	5.41677799991628	4.722323567457815	4.285979119517291	5.4311660252301754	7.329732994021004	7.868318242567077	7.894704328153079	7.937116047112081	8.49937760571673
TNFSF13B	1.6357668952383788	2.9900058900879856	2.0424941170111497	1.949540179405527	2.9577083230637307	6.9350664092030625	7.040703047585674	6.934744710325658	7.465294546741161	7.281243236010384
CECR1	1.3565283957281897	3.235189379168179	2.163344768018978	1.8077263269693806	2.9253487055056433	7.2062353611562076	6.850261131374395	6.814219284161721	7.09343725067207	7.444042301341321
KLHDC7B	-4.63667461560393	-1.9514027718668745	-3.3986806132945317	-4.705562282596969	-2.146535810184127	3.439476454116081	3.5206787733988074	3.4749272995359206	4.083956279887774	3.302235392936515
C19orf38	-1.6102709878752255	0.20541863262183638	-0.9945232726242893	-1.3211685916912606	0.10462436799856221	3.391933258098395	4.030611206936061	4.032542187844228	4.220510726925022	3.859282911739382
GRAMD1B	0.6689532208872259	1.7566663261173407	1.48728306123683	1.380200560518614	1.9763599872396564	4.7687891040032	5.176580624763807	5.540389606113585	5.3189815667246725	5.234403664676311
FGD2	3.28358730183271	3.8624360869823913	3.60189183090643	3.6343225679974718	4.237507222150717	6.4294721649451745	6.740700231303239	6.968820152756104	6.758136843175165	6.7935436596377246
UPP1	1.7922172928865998	2.761335481916355	2.5823057819701316	2.630794076991257	3.3086552601117787	5.665381689752099	5.686947364047452	5.815904989723233	5.790965652073371	5.712057419247337
LYN	3.6966044307385935	4.486453218468323	4.129637158444633	4.35773782169804	4.968605912637052	7.2798459884868585	7.747039070355327	7.720923859913726	7.835998224921458	8.156117612970533
TNFRSF1B	3.5562197195726912	4.954456137938464	4.341108379951969	4.637861233912904	5.007597954103848	7.62049639393703	8.037053579281801	7.789130469275243	7.992565531169429	7.748925754828709
JAK3	0.5174855650714385	2.1178579494029552	0.9832142561104824	1.3560496076355226	2.2347286954590637	5.889830442417574	6.860105836658554	6.6089566424483275	6.591454913739314	6.383681813805045
IL32	1.515559671379874	3.0269387717878695	2.364371973528891	2.425632344203086	3.47382682033959	5.457071472876559	6.244983120193959	6.262246675831504	6.199177113051691	5.9654754581997
AOAH	1.546133122140783	3.0608200828379966	2.461783061514017	2.4188124607824584	3.9438697730111496	6.765698192144354	7.557035680440847	7.3453282502189285	7.659938263507401	7.515246695988186
ITGAL	0.1527637053346422	1.5512737372577203	1.5106249347312375	1.038504740935106	1.365731289528829	5.507363034783291	6.354442114327088	6.246661782267284	6.325524723124901	6.25242270217235
AKNA	3.585165239422874	4.778216222043805	4.580214800975229	4.273304287497861	4.627732442155015	7.602978883043421	7.8901051050264535	7.852854208297017	8.035881327539176	7.779796998684141
CD27	-0.47647042510977444	0.5465843311422532	0.368871762311812	-0.1872545078895538	0.7345410865883429	3.5819363504109347	4.029914579368861	4.022662916770804	4.222141201329744	3.9192865375015704
IGHV1-69-2	-5.620801510479717	-2.575779991261117	-2.9404934328759205	-5.096298734636291	-2.146535810184127	4.295898780832534	6.668761812124456	5.6253870908706745	5.208872263040801	5.584843143290269
TMC8	1.3815217087734728	2.5674175727896573	2.4416773829680007	1.5988352902148024	3.044890127066033	5.024925037662378	6.034335757764284	5.91851884054246	6.281462294587914	5.612463425026634
IGHV4-34	-6.3686373025663965	-2.158859481637551	-3.1923917012839493	-5.096298734636291	-0.4509036313843105	4.671019248319583	6.805241493483579	5.9525391247046855	8.150043684114324	5.493689927790741
SH2D1A	-3.218706407879171	-0.8941200027389066	-1.2150273766026503	-2.22431661291555	-0.07646248157197862	3.318454222232797	3.6469183249326096	4.895484248280939	5.241102227359668	3.831077476196162
IFNG	-6.3686373025663965	-2.5264102331325287	-4.15239139082336	-5.096298734636291	-2.146535810184127	3.5430980168335497	3.8375000627793012	5.269514968163671	5.754282778175394	3.744744313690323
RAB39B	-2.1060007382790875	-0.6330837363976787	-0.9203657438819515	-2.2313639255352005	-0.7008467075123785	1.7143868252183507	1.9506094818505573	2.2536852190568113	2.372202474073865	2.0723287377645487
FCGR1CP	-6.3686373025663965	-2.587595789472349	-2.7949495485910503	-5.096298734636291	-2.146535810184127	3.71960105590218	3.7300858528255803	5.143791167607945	4.867739750232761	3.907354743374099
KLRG1	-0.26879086515237927	0.5910509249728862	0.7872535755443533	0.012453646941773071	1.2264764017834824	2.399116144541951	3.883601551439037	3.8068021194322785	4.219835807445287	3.3294174424584626
CSF2	-4.773307464646318	-3.448235338565752	-3.304710723247031	-5.096298734636291	-2.146535810184127	0.3465669037053558	2.6309732451599954	1.9258440445731189	2.1383846811817895	1.1702523476671538
ALPL	0.5458889693539573	1.0911650587379393	0.7960191331828369	0.32000433853335536	1.6479866051008065	3.162594934540947	5.4843386506401774	4.246071453150121	4.328056672603663	3.8409004886747184
PLCB2	2.0891392337950934	2.5382278142241153	2.9729482084891155	2.930475472744553	3.859949588572365	4.935781788367053	6.192635478164925	5.727650099887091	5.603048711061468	5.723959036568197
APOBEC3D	0.8423233138008088	1.0148194637884824	1.6788317774746804	1.0654751719270465	1.5685922705389463	2.6466014280610373	3.682074507855931	3.0750401306502977	3.1166795521404502	3.521431936347286
